,BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
TBC1D3B,0.507815551,0.508336215,0.508015624,0.508047772,0.50755868,0.508854811,0.507738046,0.50773599,0.5079228,0.508473694,0.507655791,0.508921587,0.507901993,0.508706052,0.507682684,0.507697175,0.50766105,0.508975035,0.508058487,0.507391208,0.508032248,0.507134103,0.507833435,0.507139138,0.507701283,0.507681163,0.508691022,0.507817351,0.508218091,0.507514687,0.508424201,0.507594254,0.507617693,0.507754581,0.507831054,0.507700051,0.507600116,0.50783303,0.508002924,0.507694315,0.508294683,0.507227954,0.507461735,0.507292168,0.507717401,0.507653552,0.509458424,0.508328075,0.507752866,0.507990102,0.507740227,0.507449181,0.50734181,0.507799029,0.508037224,0.507676535,0.507621817,0.507444332,0.507510478,0.507788319,0.507746227,0.507822657,0.507469205,0.507790078,0.507626664,0.50775937,0.507654189,0.507820794,0.507349066,0.507766663,0.507219741,0.507741715,0.507676121,0.507773575,0.507527425,0.50783595,0.507561141,0.507819566,0.507734174,0.508356603,0.507591511,0.507613537,0.507505347,0.507399486,0.507818886,0.507671274,0.508130981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACH1,0.507337862,0.507870926,0.507537081,0.50759199,0.506614762,0.508368425,0.507281011,0.507267052,0.507448911,0.507984697,0.507190181,0.508275836,0.507421617,0.50821337,0.507218535,0.507232047,0.507202209,0.508485591,0.506857532,0.506943185,0.507550629,0.506683907,0.507357386,0.50673643,0.507231382,0.507216337,0.508202324,0.507340906,0.507749125,0.507074637,0.507862285,0.507133766,0.507067954,0.507275958,0.507368679,0.507235347,0.507217286,0.507359343,0.507522337,0.507225443,0.50781126,0.507003692,0.50700243,0.506956289,0.507249688,0.507180525,0.508961581,0.508360099,0.507294852,0.507522765,0.507269762,0.507111906,0.506896932,0.507324668,0.507560875,0.507210038,0.507030418,0.506991739,0.507285832,0.507314512,0.50727606,0.507347319,0.507017297,0.507173271,0.507165384,0.507287351,0.507096946,0.507343535,0.507179949,0.507293246,0.506810431,0.507299326,0.507206204,0.507300518,0.507084683,0.507358557,0.507103422,0.507342623,0.507789526,0.507881615,0.50712959,0.507152921,0.507054875,0.506899088,0.507346857,0.507204763,0.507224171,0.507626721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTEM,0.507825061,0.508345602,0.508016257,0.508073999,0.507567862,0.508864285,0.50774729,0.50774149,0.507932515,0.50848071,0.507659142,0.508930502,0.507903948,0.508715121,0.507689881,0.507706581,0.507661364,0.508965171,0.508067555,0.507400646,0.508041637,0.507135005,0.507842935,0.507135458,0.507708253,0.507677906,0.508700051,0.507808391,0.50822713,0.507523922,0.508433238,0.50757598,0.507626724,0.507767777,0.507845347,0.507489432,0.507693687,0.507825738,0.508012345,0.50770374,0.508304864,0.507464857,0.507470841,0.507298263,0.507726783,0.50766272,0.509453861,0.508328707,0.507769952,0.507999228,0.507749653,0.50748627,0.507351254,0.507808463,0.508033973,0.507685962,0.507630606,0.507448282,0.507732578,0.507797944,0.507755628,0.507833246,0.507497312,0.507814397,0.507590968,0.507768805,0.507695207,0.5078303,0.50765417,0.507776105,0.507258899,0.507777367,0.507682377,0.507783864,0.50755145,0.507845562,0.507570425,0.50782907,0.507765601,0.508366325,0.507598911,0.507621213,0.507514748,0.50740869,0.507828268,0.50768067,0.507552283,0.50723151,0.508141175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBG1,0.507858131,0.508379708,0.508048145,0.508106953,0.507598658,0.50889562,0.507779484,0.507777511,0.50796502,0.508526424,0.50770229,0.50896335,0.507935529,0.508748102,0.507723971,0.507741776,0.507692643,0.509027811,0.50809932,0.50743141,0.508074531,0.507163892,0.507876,0.507180952,0.507742891,0.507722926,0.508732618,0.507872338,0.508272771,0.507555507,0.508468751,0.507633577,0.507656743,0.507774431,0.507412007,0.507741138,0.507725858,0.507889712,0.508045413,0.507736297,0.508341369,0.507501172,0.507513957,0.507458133,0.507757889,0.507694076,0.509497851,0.508364991,0.507807855,0.508040582,0.507767666,0.507620273,0.507381736,0.507840938,0.508078834,0.507718405,0.507670126,0.507498337,0.507764571,0.507830992,0.507787881,0.50786702,0.507508916,0.507849763,0.507667731,0.507801334,0.507695188,0.507864434,0.507686841,0.507808623,0.507271671,0.507810459,0.507738156,0.507815605,0.507582449,0.507878681,0.5076019,0.507862058,0.507797491,0.508398241,0.507632328,0.507654561,0.50753436,0.507439819,0.507860782,0.507721796,0.507732405,0.50726142,0.507741858,0.50817747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFB112,0.507936506,0.508458212,0.508124919,0.508183841,0.507673894,0.508973406,0.507854196,0.507855126,0.508042606,0.508560542,0.507778936,0.509041716,0.50801329,0.508827039,0.507800319,0.507818841,0.507767447,0.509093023,0.508175383,0.507505643,0.508153034,0.507235833,0.507954382,0.507242807,0.507820054,0.50779911,0.508811205,0.507938036,0.508335395,0.507630778,0.508545784,0.507680699,0.507730603,0.507849436,0.507954624,0.507817859,0.507802781,0.50795357,0.50812395,0.507813403,0.508420107,0.507545655,0.507575254,0.507533039,0.507836788,0.507769096,0.509575027,0.508443979,0.507886468,0.50810723,0.507859568,0.507696311,0.50745579,0.507918967,0.508157567,0.507795521,0.507733027,0.5075225,0.507841757,0.507909097,0.507865354,0.507945193,0.507583882,0.507926929,0.507743766,0.507879008,0.507771066,0.507941754,0.507763668,0.507886385,0.507342452,0.507887343,0.507794749,0.507894035,0.507658148,0.50795703,0.507677605,0.507940441,0.507874014,0.508442346,0.507708618,0.507730216,0.507591942,0.507481574,0.507938949,0.507789794,0.507809639,0.507333164,0.50781911,0.507857453,0.508260054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3orf71,0.508011057,0.508557386,0.508611658,0.508254457,0.50774889,0.50903617,0.507926609,0.507930192,0.508115017,0.508661891,0.507849098,0.509103988,0.508086489,0.508892159,0.507889219,0.507889852,0.507839674,0.509154873,0.508245129,0.507581843,0.508225137,0.507258997,0.508028625,0.507324806,0.507824105,0.507873963,0.508876134,0.508012445,0.508312331,0.507706062,0.508533989,0.507786207,0.507803602,0.507847586,0.508026963,0.507892334,0.507877623,0.508042482,0.50819637,0.507888338,0.508348785,0.507648851,0.507662498,0.507474034,0.507911463,0.507842407,0.509631768,0.508508223,0.507959629,0.508191525,0.507934211,0.50777161,0.507531943,0.507993486,0.508228581,0.50787047,0.507803558,0.507636109,0.5079155,0.507983662,0.507939948,0.508019498,0.507659762,0.508000702,0.507816777,0.507953576,0.507845355,0.508016106,0.507836222,0.507960927,0.5074161,0.507907109,0.507887167,0.507968001,0.507733829,0.5080312,0.507752764,0.50801486,0.507947616,0.508550911,0.507797991,0.507804994,0.507695808,0.507589562,0.508011953,0.507864872,0.507884662,0.507408965,0.507894075,0.50792671,0.508004784,0.508340362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNAI2,0.507924719,0.508448349,0.508113191,0.508152694,0.50766331,0.508960886,0.507842778,0.507839961,0.508030752,0.508581919,0.507762759,0.509032003,0.50800156,0.508818711,0.507789012,0.507803877,0.507627789,0.509082906,0.508163809,0.50749527,0.508139966,0.507226413,0.507942551,0.50723485,0.507808612,0.507832291,0.508798485,0.507926187,0.508323711,0.507622345,0.508533617,0.507697559,0.507720805,0.507839286,0.507942588,0.507806579,0.507791353,0.507941067,0.508111846,0.507801933,0.508402946,0.507562254,0.507564772,0.507521621,0.507823965,0.507758033,0.509562918,0.508427247,0.507859182,0.508143682,0.507847992,0.50768532,0.507445366,0.507907433,0.508144935,0.507784023,0.507722051,0.507549406,0.507829925,0.507897324,0.50785386,0.507933306,0.507574228,0.507911977,0.507732673,0.507867406,0.507759953,0.507929856,0.507752407,0.507873118,0.507367671,0.507875844,0.507784326,0.507940972,0.507630487,0.507945111,0.50766666,0.507928552,0.507862552,0.508464744,0.507697548,0.507719144,0.507608142,0.507503889,0.507926625,0.507777118,0.507784968,0.507324947,0.507807732,0.507838692,0.50791851,0.507992955,0.5082474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDUFB9,0.507548524,0.508077811,0.507734812,0.507803184,0.507195459,0.508490945,0.507481778,0.507471567,0.507659138,0.50820787,0.507393238,0.508658173,0.507390885,0.508439738,0.507421772,0.507435085,0.507398736,0.508452497,0.507799777,0.507135143,0.50776595,0.506877483,0.507566755,0.506903416,0.50743806,0.507419021,0.508426348,0.507550969,0.507976468,0.507257548,0.508029547,0.507334395,0.507365076,0.507476102,0.507574663,0.507438294,0.507421404,0.507586131,0.507736255,0.507430707,0.508029536,0.507200345,0.507208716,0.507161597,0.507454642,0.50739729,0.509199731,0.508056639,0.507501861,0.507729994,0.507476017,0.507320042,0.507087473,0.507533078,0.507772466,0.507413477,0.50737455,0.507187254,0.507462063,0.507523087,0.507482052,0.507557702,0.507211546,0.507546381,0.507369752,0.507494607,0.507389636,0.507554286,0.507382942,0.507501763,0.506993395,0.507505232,0.507413102,0.507509504,0.507282369,0.507569462,0.507302043,0.507552861,0.507496275,0.508096543,0.507347626,0.507358079,0.507250474,0.507144553,0.507554898,0.507408297,0.507427793,0.506976245,0.507437054,0.507468236,0.507543142,0.507638574,0.507532486,0.507849898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNF4G,0.508264958,0.508777467,0.508444104,0.508525207,0.508002987,0.509251347,0.508173524,0.508184836,0.50836245,0.508943453,0.508104423,0.509318285,0.50830447,0.509115479,0.508127561,0.508144243,0.507989987,0.509366515,0.508483126,0.507839971,0.508469609,0.507572401,0.508293663,0.507566494,0.508156253,0.508128363,0.509098759,0.508265892,0.508637173,0.507961542,0.508839619,0.508075562,0.508051138,0.508169823,0.508279128,0.508145601,0.508132212,0.508287307,0.509168417,0.508143334,0.508720371,0.507906434,0.507904593,0.507866598,0.508165543,0.50809206,0.509749759,0.509353524,0.508212979,0.508385901,0.508188213,0.508027122,0.507790179,0.508254132,0.508473395,0.508125637,0.508102083,0.507893717,0.508167618,0.508238274,0.508193814,0.508272809,0.507916502,0.508251096,0.508073495,0.508286439,0.508103122,0.508269598,0.508094432,0.50821316,0.507666666,0.508213582,0.508124731,0.50822265,0.507990755,0.50828412,0.508008015,0.508268491,0.508780301,0.508775174,0.50807523,0.50805893,0.507985967,0.507846461,0.508262962,0.508120084,0.508139552,0.50818357,0.508148746,0.508180998,0.508258471,0.508328462,0.50824502,0.507877846,0.508608836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEOX2,0.507428163,0.507941882,0.506844036,0.507734611,0.507189332,0.508458129,0.50736738,0.507354193,0.507538177,0.50807691,0.507277839,0.508520871,0.507509195,0.508304607,0.507306709,0.507319361,0.507287133,0.508576264,0.507678974,0.507027561,0.50764028,0.506777976,0.507446227,0.506805689,0.507321655,0.507303605,0.508330779,0.507430969,0.507835752,0.507147038,0.508040879,0.507220264,0.50725481,0.507360459,0.507456553,0.507322648,0.507305455,0.507448304,0.507612768,0.5073141,0.507953185,0.507090932,0.507099897,0.507052132,0.50733781,0.507284527,0.509057615,0.508608533,0.507383273,0.507610037,0.507358486,0.507207732,0.506981187,0.507413865,0.507649711,0.507297341,0.507266592,0.507077699,0.507346287,0.507403312,0.507364525,0.507436427,0.507102141,0.507428698,0.507252097,0.507376415,0.507274065,0.507433793,0.507267756,0.507381861,0.506401553,0.507386954,0.507297115,0.507389724,0.507170639,0.507448717,0.507189906,0.507432649,0.508028986,0.507970071,0.507218179,0.507240984,0.507178835,0.507037086,0.507435895,0.507292624,0.507311296,0.506734218,0.507320346,0.507350584,0.507423165,0.507498425,0.507411758,0.50705112,0.508430614,0.507724698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF3D,0.50793209,0.508638018,0.508128848,0.508161867,0.507494968,0.508966077,0.507850047,0.507847951,0.508037625,0.508624399,0.507764736,0.509033518,0.508016998,0.508819729,0.507794496,0.507811678,0.507772624,0.509083776,0.508170552,0.507503747,0.508147883,0.507227856,0.507949795,0.507315442,0.50781395,0.507832569,0.508803955,0.507933573,0.508330199,0.507628134,0.508535682,0.507708026,0.507577946,0.507842508,0.507949962,0.507814552,0.507799091,0.507948568,0.508118997,0.507809624,0.508409076,0.507568731,0.507556764,0.507382695,0.507833035,0.507744182,0.509566857,0.508441972,0.507863966,0.507938179,0.507845929,0.507693474,0.507453828,0.507914971,0.508151939,0.507791694,0.507729902,0.507552124,0.507935773,0.50790486,0.507861541,0.507940648,0.507582096,0.507905134,0.507741882,0.507874987,0.507770525,0.507937196,0.507758033,0.507882311,0.507341575,0.507883362,0.507788088,0.507889358,0.50764101,0.50795229,0.507674697,0.507935949,0.507870142,0.508466826,0.50770365,0.507727916,0.507610363,0.507511608,0.507934013,0.507786275,0.507802746,0.507316838,0.50780918,0.507835888,0.507925927,0.50799824,0.507900804,0.507544657,0.508253276,0.507421792,0.508253349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS48,0.507968729,0.508486547,0.508145885,0.508398011,0.507706919,0.508996683,0.507885965,0.507887814,0.508073668,0.508622758,0.507806756,0.50906363,0.50804487,0.50885411,0.507971051,0.507847698,0.507682808,0.509118659,0.508205288,0.507539335,0.508183891,0.50716868,0.507986385,0.50727655,0.507852562,0.507832145,0.508956144,0.50797016,0.508364528,0.507663818,0.50857374,0.507875802,0.507762716,0.507974908,0.507985604,0.507850286,0.507835316,0.508121931,0.508154952,0.507845967,0.508444472,0.50760637,0.507608242,0.507566969,0.507837474,0.507801025,0.50959799,0.5083456,0.507917445,0.508135223,0.507891938,0.507729293,0.507489448,0.507951267,0.508187605,0.507824585,0.50776356,0.507593562,0.507998416,0.507941335,0.507897739,0.507977242,0.507617469,0.507956983,0.507776565,0.507911328,0.507793093,0.507974628,0.507796463,0.507918668,0.507355277,0.507887615,0.5078274,0.507925736,0.507691521,0.507988995,0.507710528,0.507972549,0.50790591,0.508503383,0.507741596,0.507762892,0.50765372,0.507547209,0.507970123,0.507822482,0.507842301,0.5073672,0.507851742,0.50788505,0.507962488,0.508036436,0.507950677,0.507564818,0.508288298,0.507446847,0.507958088,0.508291725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFEC,0.509471596,0.510203906,0.509600054,0.509653714,0.50920238,0.510318827,0.509348664,0.509393785,0.509543968,0.510025475,0.509312174,0.510384179,0.509525386,0.510214769,0.509323903,0.509346426,0.509261812,0.51041803,0.509627408,0.509052015,0.509634195,0.508765019,0.509486007,0.508762441,0.509352348,0.50932138,0.510195599,0.50947141,0.509764235,0.509166518,0.509949882,0.509234229,0.509223316,0.509247987,0.509458365,0.509315426,0.509338295,0.509514982,0.509676578,0.509351152,0.509864551,0.509124793,0.509081461,0.509064431,0.509410044,0.509250501,0.510818069,0.50988167,0.509416696,0.509578485,0.509393578,0.509209015,0.509001524,0.509451423,0.509633445,0.509333793,0.509193823,0.509106048,0.509365308,0.509444724,0.509398148,0.509477448,0.509123993,0.509221224,0.50927886,0.509412197,0.509293401,0.509474923,0.509303752,0.509419655,0.508840291,0.509411551,0.509328681,0.509426971,0.509198254,0.50948743,0.509197279,0.509474524,0.509389228,0.509890608,0.50924643,0.509258214,0.509185272,0.508953747,0.509457245,0.509328944,0.509347584,0.508581399,0.50935378,0.50938718,0.509464273,0.5095219,0.509451778,0.509088384,0.509719661,0.508947681,0.509434427,0.509487689,0.509892368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
